	Lin-_1	Lin-_2	MNC_1	MNC_2
209393_s_at	1157.0399771804	1073.6376839655	1009.6186697203	1026.6391094952
209394_at	753.7192431463	738.7697987217	422.3461736159	419.9687840415
209395_at	127.1190094569	154.6013231424	6825.2724857901	5964.1986157214
209396_s_at	119.3624351275	114.3073316565	3956.0947520511	3362.0504499208
209397_at	1070.3468882448	1054.159679277	1509.2722650862	1292.0133485492
209398_at	2449.6787501471	2162.4955063598	1836.631623522	1666.2373449221
209399_at	137.4102346345	144.5940224588	120.1571678749	109.8441163676
209400_at	43.7733125964	47.3793172832	44.6433121191	47.6022403514
209401_s_at	48.0270534441	37.4779820982	34.8132844402	33.1948721781
209402_s_at	130.5543659264	133.09486016	113.951716681	120.9571461208
209403_at	391.0561196409	407.5555838519	589.9416947694	592.4953783663
209404_s_at	98.3070246253	106.5882864591	113.1562483666	123.0205457197
209405_s_at	254.4819107076	247.1961716239	211.6041506013	230.9675819287
209406_at	96.2258160122	117.0372800914	71.4179662324	75.0024454475
209407_s_at	191.4294351291	186.4214986413	129.8825671301	148.2481147161
209408_at	201.1407790461	189.7366792082	90.8905753079	87.1394277274
209409_at	2013.7485920129	1781.3266113882	768.224548041	696.4796998787
209410_s_at	326.9540021257	309.9982359279	181.7342323881	191.5683853278
209411_s_at	766.4723934178	758.4738435464	860.9419344848	854.2224951302
209412_at	1294.551935147	1095.3764749572	2260.0832975288	1966.5556677239
209413_at	125.3643348992	123.8844894254	49.536822802	48.400471658
209414_at	153.5250483924	146.6841600281	177.3327564505	150.8115022879
209415_at	236.248048728	236.4389832087	254.7404917491	254.4449107308
209416_s_at	126.944583312	123.005937232	123.6535482919	138.8968478959
209417_s_at	395.0269030846	412.1412083545	696.4857161873	685.8248763908
209418_s_at	1278.0815332474	1178.9133433215	1429.8142066194	1342.1115913227
209419_at	12.0400435166	14.4508548913	11.7424231908	14.294373685
209420_s_at	206.2542678299	198.4819838032	299.8880234868	342.2181490076
209421_at	706.4801833303	696.3464612739	287.9763079927	330.6185887745
209422_at	1474.8799931647	1423.3610855893	1228.1859350699	1101.7983685915
209423_s_at	79.1122348414	92.134120632	102.5876008501	109.2202165429
209424_s_at	95.7343057061	93.3555304942	75.9486649449	82.2006158102
209425_at	137.0981611174	128.7607817968	107.8577177079	119.1658199968
209426_s_at	158.9431298712	140.7815769032	104.4871933032	114.530200733
209427_at	151.3423019529	169.0077245196	115.1639740597	118.5186970964
209428_s_at	178.0823590529	183.6066425012	165.9066954971	185.6923395496
209429_x_at	1862.797737043	1874.0696009794	1531.429819897	1363.282160368
209430_at	1651.3023974009	1445.6715306209	1737.343764414	1547.9606020159
209431_s_at	1682.9967483869	1478.8625356303	864.2689918359	761.3134264377
209432_s_at	194.2604465284	220.8116903864	146.9520572983	174.1820404906
209433_s_at	2454.5716021182	2241.825603268	698.2493508728	656.183614492
209434_s_at	515.0432795237	544.9941647079	269.622421058	251.4752840779
209435_s_at	6234.138729886	5391.7175566474	5801.0953593346	4720.4950294971
209436_at	79.6036798874	79.8463392929	59.9517425621	79.6924286976
209437_s_at	19.5172109583	17.8406867587	16.1511932679	19.6532174107
209438_at	200.1496496102	233.3290687346	217.9903326745	227.9022248373
209439_s_at	852.683029874	844.1148346796	904.530915372	932.062576898
209440_at	318.809188394	355.2150874628	202.1231439699	232.744635333
209441_at	102.9746019515	99.3986431861	83.0753141589	101.1131421192
209442_x_at	61.256309371	58.0354369028	50.1193322894	64.4012344543
209443_at	49.870252952	62.2006508574	60.3562797614	57.2051181031
209444_at	947.7193898483	938.053337973	669.3330929039	629.4164795961
209445_x_at	964.2046099016	861.0734057283	894.4133444356	857.4921189254
209446_s_at	59.4871213112	62.5901475783	114.8271180156	120.4797591492
209447_at	500.4836484172	493.3773276598	1614.4188288343	1584.7612774327
209448_at	845.6152585769	785.0123270734	1689.688184391	1563.8492813825
209449_at	616.6895319047	621.0785011651	253.2758336934	259.6666204789
209450_at	1640.7128941492	1563.6350965439	981.7842660836	981.780621862
209451_at	346.4750578778	327.2263884615	1160.7237383268	933.5251043633
209452_s_at	2156.5270119269	2023.7225890671	1725.1912969964	1589.4714347071
209453_at	184.0826955427	192.5373665813	334.071699007	358.937534684
209454_s_at	19.770394074	17.1195568455	19.3757688436	24.5319819436
209455_at	1856.9484748379	1732.5657345747	1876.7725908568	1651.2335006884
209456_s_at	47.9964727366	52.4478659763	45.7277968329	63.8019503188
209457_at	178.3998156129	207.3271806217	115.0155631598	118.9702377333
209458_x_at	4379.296768874	4344.5900536596	27110.5760019094	27096.9233407393
209459_s_at	499.1740982985	475.012932952	881.1910597769	769.0065296796
209460_at	345.2198519025	360.7488300636	685.2213331997	649.4126360313
209461_x_at	221.7883067305	207.6067272627	106.064492392	107.0496016035
209462_at	30.6063229119	37.5890495464	40.750941162	37.6013979201
209463_s_at	472.2557049572	481.704270237	664.3915899053	682.8426991647
209464_at	325.2946959265	340.5409818572	168.9264175135	175.8751362195
209465_x_at	35.6593442496	43.9246208518	38.6905908486	47.6474915021
209466_x_at	38.6550362177	38.9091285734	34.2773715153	42.2941600902
209467_s_at	703.0230256556	628.6075710551	2130.7482278725	1865.968620157
209468_at	223.9511762152	226.3350623562	69.6548337523	65.7343808718
209469_at	19.6998357425	15.0937404834	26.8665352458	31.7511709745
209470_s_at	19.3987359629	10.118411467	29.1815064391	30.0965511312
209471_s_at	875.3708055612	860.7664749311	895.8281888587	861.1150282227
209472_at	1763.7110492174	1729.8688478793	1751.1475232244	1404.1209183638
209473_at	594.1575477823	580.6015742637	2281.8410095922	2061.1272390449
209474_s_at	39.3231382799	30.6135957355	333.2551746415	345.5506552577
209475_at	682.5813448107	762.6391921906	1332.5020366487	1187.569765304
209476_at	839.811301777	893.2273262371	755.8179565167	688.0110660883
209477_at	350.7602426505	379.0386420452	294.0059756125	306.357777181
209478_at	511.6024142362	491.3026796223	283.8004520294	288.2681393653
209479_at	964.0791080918	935.632822604	1223.2168278542	1179.3070297537
209480_at	195.8561186337	230.0687630633	307.1549226489	322.7162702304
209481_at	1627.8125734657	1466.3878332387	4502.3893492395	3980.4699526501
209482_at	985.4984188168	977.3649382111	592.5667781251	581.6870763534
209483_s_at	157.7407995588	174.6729066297	181.3830522905	192.9838226682
209484_s_at	612.4479868588	583.3450160023	773.2377096519	711.8462028855
209485_s_at	629.6320929389	612.8059425374	294.5065241485	323.6795306347
209486_at	1383.5323246046	1315.7071346658	930.9912309567	954.4814031452
209487_at	930.0149197587	841.1534791982	59.9382096726	57.9814834977
209488_s_at	345.1453485695	350.6576529979	30.0037184255	32.7706431214
